model,dataset,tuning,imbalance,n_folds,oof_auc,oof_pr_auc,mean_fold_auc,std_fold_auc,runtime_s,n_samples,prevalence,auc,pr_auc,accuracy,precision,recall,f1,threshold,feature_set,scenario,minority_pct
lasso,hungarian,dataset,smote,10,0.9045814933761541,0.8584990585143567,0.9006273258904838,0.04445336428529607,478.82,294,,0.9045814933761541,0.8584990585143567,0.8469387755102041,0.801980198019802,0.7641509433962265,0.782608695652174,0.2937370531095142,raw,3.0,36.05
lasso,hungarian,default,native,10,0.9004415897230027,0.850251346775478,0.8996331738437002,0.046482085165809206,1.54,294,,0.9004415897230027,0.850251346775478,0.8537414965986394,0.8461538461538461,0.7264150943396226,0.7817258883248731,0.4737314566449884,raw,3.0,36.05
lasso,hungarian,default,smote,10,0.9025993576876756,0.8548756719978446,0.9012971823498139,0.041917202549802704,1.54,294,,0.9025993576876756,0.8548756719978446,0.8333333333333334,0.7766990291262136,0.7547169811320755,0.7655502392344498,0.3665763180747479,raw,3.0,36.05
lasso,switzerland,competition,native,15,0.6956521739130436,0.9617499814116823,0.6876811594202898,0.24228702724388368,2.96,123,,0.6956521739130436,0.9617499814116823,0.9186991869918699,0.9338842975206612,0.9826086956521739,0.9576271186440678,0.8864121105257685,raw,3.0,6.5
lasso,switzerland,competition,smote,15,0.716304347826087,0.9645382771478224,0.6507246376811594,0.30064692552731603,3.17,123,,0.716304347826087,0.9645382771478224,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.753662033467751,raw,3.0,6.5
lasso,switzerland,dataset,native,15,0.6152173913043478,0.9511856240686988,0.6485507246376812,0.2699409100859635,241.46,123,,0.6152173913043478,0.9511856240686988,0.9024390243902439,0.9478260869565217,0.9478260869565217,0.9478260869565217,0.6930328520837626,raw,3.0,6.5
lasso,switzerland,dataset,smote,15,0.75,0.956406122296286,0.722463768115942,0.24909624505091743,303.75,123,,0.75,0.956406122296286,0.8780487804878049,0.9629629629629629,0.9043478260869565,0.9327354260089686,0.6369446235913091,raw,3.0,6.5
lasso,switzerland,default,native,15,0.6956521739130436,0.9617499814116823,0.6876811594202898,0.24228702724388368,2.56,123,,0.6956521739130436,0.9617499814116823,0.9186991869918699,0.9338842975206612,0.9826086956521739,0.9576271186440678,0.8864121105257685,raw,3.0,6.5
lasso,switzerland,default,smote,15,0.716304347826087,0.9645382771478224,0.6507246376811594,0.30064692552731603,3.44,123,,0.716304347826087,0.9645382771478224,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.753662033467751,raw,3.0,6.5
lasso,va_longbeach,competition,native,15,0.6754836162652981,0.8228391325209908,0.6828439568094741,0.08208867516015911,2.64,200,,0.6754836162652981,0.8228391325209908,0.76,0.7885714285714286,0.9261744966442953,0.8518518518518519,0.7788941512825825,raw,3.0,25.5
lasso,va_longbeach,competition,smote,15,0.6642979339386761,0.8098003630600867,0.6701905259491466,0.0785019076609106,2.7,200,,0.6642979339386761,0.8098003630600867,0.67,0.816793893129771,0.7181208053691275,0.7642857142857142,0.39251940933477264,raw,3.0,25.5
lasso,va_longbeach,dataset,native,15,0.6620607974733518,0.8194955573126947,0.6848279345175897,0.07848973424622385,392.7,200,,0.6620607974733518,0.8194955573126947,0.705,0.774390243902439,0.8523489932885906,0.8115015974440895,0.6408653853520291,raw,3.0,25.5
lasso,va_longbeach,dataset,smote,15,0.6771943676799579,0.8416307737270201,0.6802643678160919,0.08077210645151758,397.23,200,,0.6771943676799579,0.8416307737270201,0.635,0.796875,0.6845637583892618,0.7364620938628159,0.6358831456012517,raw,3.0,25.5
lasso,va_longbeach,default,native,15,0.6754836162652981,0.8228391325209908,0.6828439568094741,0.08208867516015911,2.59,200,,0.6754836162652981,0.8228391325209908,0.76,0.7885714285714286,0.9261744966442953,0.8518518518518519,0.7788941512825825,raw,3.0,25.5
lasso,va_longbeach,default,smote,15,0.6642979339386761,0.8098003630600867,0.6701905259491466,0.0785019076609106,2.72,200,,0.6642979339386761,0.8098003630600867,0.67,0.816793893129771,0.7181208053691275,0.7642857142857142,0.39251940933477264,raw,3.0,25.5
lightgbm,cleveland,competition,native,10,0.9116950342165292,0.9087812269543373,0.9171965901745314,0.03752850154184209,4.24,303,45.9,0.9116950342165292,0.9087812269543373,0.8448844884488449,0.8333333333333334,0.8273381294964028,0.8303249097472925,0.5046979254162117,,,
lightgbm,cleveland,competition,smote,10,0.9151605544832427,0.91390091022529,0.9216346153846153,0.035352919404471,4.19,303,45.9,0.9151605544832427,0.91390091022529,0.8382838283828383,0.835820895522388,0.8057553956834532,0.8205128205128205,0.5830768680165455,raw,3.0,
lightgbm,cleveland,dataset,native,10,0.9117389015616775,0.9107759842980832,0.9168370232708467,0.03653629742629976,8477.3,303,,0.9117389015616775,0.9107759842980832,0.8448844884488449,0.8333333333333334,0.8273381294964028,0.8303249097472925,0.5077473962464528,raw,3.0,45.87
lightgbm,cleveland,dataset,smote,10,0.9157308299701702,0.9155771793366649,0.9238344376212023,0.031228652702966184,7934.54,303,,0.9157308299701702,0.9155771793366649,0.8382838283828383,0.835820895522388,0.8057553956834532,0.8205128205128205,0.37616363763124444,raw,3.0,45.87
lightgbm,cleveland,default,native,10,0.9040182488155816,0.9010524671345652,0.9040239172592113,0.04112048804142869,5.56,303,45.9,0.9040182488155816,0.9010524671345652,0.834983498349835,0.8396946564885496,0.7913669064748201,0.8148148148148148,0.5540520239581349,,,
lightgbm,cleveland,default,smote,10,0.9068696262502193,0.9063720302312166,0.9060601163542341,0.042134622685696524,6.08,303,45.9,0.9068696262502193,0.9063720302312166,0.834983498349835,0.8449612403100775,0.7841726618705036,0.8134328358208955,0.5189563322870673,,,
lightgbm,hungarian,competition,native,10,0.8795162585307106,0.8445299332805587,0.8776342371079213,0.04169408028424684,5.77,294,,0.8795162585307106,0.8445299332805587,0.8027210884353742,0.6875,0.8301886792452831,0.7521367521367521,0.46976479653888403,raw,3.0,36.05
lightgbm,hungarian,competition,smote,10,0.8834805299076677,0.8442308835199019,0.8875066454013822,0.038328064851344865,7.48,294,,0.8834805299076677,0.8442308835199019,0.8231292517006803,0.7547169811320755,0.7547169811320755,0.7547169811320755,0.3344753563395451,raw,3.0,36.05
lightgbm,hungarian,dataset,native,10,0.8846848655158572,0.8470723031533642,0.8786496544391282,0.053228712705054027,3105.83,294,,0.8846848655158572,0.8470723031533642,0.8061224489795918,0.7024793388429752,0.8018867924528302,0.748898678414097,0.4438055781434867,raw,3.0,36.05
lightgbm,hungarian,dataset,smote,10,0.8794409875551987,0.8353662966474017,0.8797554492291335,0.038596387244789955,2173.49,294,,0.8794409875551987,0.8353662966474017,0.8231292517006803,0.7647058823529411,0.7358490566037735,0.75,0.5670502626806497,raw,3.0,36.05
lightgbm,hungarian,default,native,10,0.8802689682858289,0.8328430777976413,0.8715709728867622,0.051565236169253674,8.05,294,,0.8802689682858289,0.8328430777976413,0.8163265306122449,0.7452830188679245,0.7452830188679245,0.7452830188679245,0.31690563760594237,raw,3.0,36.05
lightgbm,hungarian,default,smote,10,0.870132476916901,0.8359350155412243,0.865725677830941,0.03745185065922678,8.39,294,,0.870132476916901,0.8359350155412243,0.8299319727891157,0.7641509433962265,0.7641509433962265,0.7641509433962265,0.5019841614872579,raw,3.0,36.05
lightgbm,switzerland,competition,native,15,0.3652173913043478,0.9157033461150337,0.5,0.0,3.14,123,,0.3652173913043478,0.9157033461150337,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,inf,raw,3.0,6.5
lightgbm,switzerland,competition,smote,15,0.7967391304347826,0.9790888930266277,0.7739130434782608,0.21337596061203276,18.47,123,,0.7967391304347826,0.9790888930266277,0.8943089430894309,0.9553571428571429,0.9304347826086956,0.9427312775330396,0.694173588158043,raw,3.0,6.5
lightgbm,switzerland,dataset,native,15,0.758695652173913,0.9750137815180716,0.6847826086956523,0.24741893837154488,470.96,123,,0.758695652173913,0.9750137815180716,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.8796540650306693,raw,3.0,6.5
lightgbm,switzerland,dataset,smote,15,0.7728260869565218,0.9737650304769206,0.7942028985507246,0.21382828924649705,1843.28,123,,0.7728260869565218,0.9737650304769206,0.8780487804878049,0.9629629629629629,0.9043478260869565,0.9327354260089686,0.5868448049681687,raw,3.0,6.5
lightgbm,switzerland,default,native,15,0.6048913043478261,0.9517948204908179,0.6050724637681159,0.24523392207959796,7.19,123,,0.6048913043478261,0.9517948204908179,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.8747120235776364,raw,3.0,6.5
lightgbm,switzerland,default,smote,15,0.8586956521739131,0.9890915086033051,0.7956521739130434,0.19618285517701697,18.57,123,,0.8586956521739131,0.9890915086033051,0.8943089430894309,0.9473684210526315,0.9391304347826087,0.9432314410480349,0.9394389908589392,raw,3.0,6.5
lightgbm,va_longbeach,competition,native,15,0.5971838399789446,0.7819696114624752,0.5983497039359109,0.08815651965717217,4.57,200,,0.5971838399789446,0.7819696114624752,0.745,0.745,1.0,0.8538681948424068,0.704283045068942,raw,3.0,25.5
lightgbm,va_longbeach,competition,smote,15,0.6981181734438742,0.867063659262579,0.6764190177638453,0.06383457807143848,12.97,200,,0.6981181734438742,0.867063659262579,0.68,0.8102189781021898,0.7449664429530202,0.7762237762237763,0.5691583829408492,raw,3.0,25.5
lightgbm,va_longbeach,dataset,native,15,0.7058823529411765,0.8720342021456629,0.6820292580982237,0.08938992947231827,1295.75,200,,0.7058823529411765,0.8720342021456629,0.77,0.7696335078534031,0.9865771812080537,0.8647058823529412,0.6616858219806345,raw,3.0,25.5
lightgbm,va_longbeach,dataset,smote,15,0.7144361100144756,0.884305710280409,0.6895036572622779,0.07243549762356749,2476.36,200,,0.7144361100144756,0.884305710280409,0.685,0.8161764705882353,0.7449664429530202,0.7789473684210526,0.5973909240104078,raw,3.0,25.5
lightgbm,va_longbeach,default,native,15,0.7292406895644162,0.8910188191563992,0.6905938697318007,0.0953002724040696,9.04,200,,0.7292406895644162,0.8910188191563992,0.77,0.7668393782383419,0.9932885906040269,0.8654970760233918,0.7092644787078949,raw,3.0,25.5
lightgbm,va_longbeach,default,smote,15,0.7249638110277669,0.8890326646144012,0.7134601184256357,0.06577870251506795,16.75,200,,0.7249638110277669,0.8890326646144012,0.725,0.8263888888888888,0.7986577181208053,0.8122866894197952,0.6385961860264743,raw,3.0,25.5
logistic_regression,cleveland,competition,native,10,0.9039743814704333,0.8977198948701334,0.9059914350355529,0.049918779594524836,0.79,303,45.9,0.9039743814704333,0.8977198948701334,0.834983498349835,0.8248175182481752,0.8129496402877698,0.8188405797101449,0.6341352436746917,,,
logistic_regression,cleveland,competition,smote,10,0.9034918406738025,0.895814015852135,0.9045935681965093,0.05008949530706648,0.8,303,45.9,0.9034918406738025,0.895814015852135,0.8217821782178217,0.8148148148148148,0.7913669064748201,0.8029197080291971,0.6436245380910031,raw,3.0,
logistic_regression,cleveland,dataset,native,10,0.9039743814704333,0.8977198948701334,0.9059914350355529,0.049918779594524836,9.83,303,,0.9039743814704333,0.8977198948701334,0.834983498349835,0.8248175182481752,0.8129496402877698,0.8188405797101449,0.6341352429977185,raw,3.0,45.87
logistic_regression,cleveland,dataset,smote,10,0.9047201263379541,0.8984736566118781,0.9054399644473173,0.050597411507951835,9.92,303,,0.9047201263379541,0.8984736566118781,0.8283828382838284,0.8222222222222222,0.7985611510791367,0.8102189781021898,0.6239692392949405,raw,3.0,45.87
logistic_regression,cleveland,default,native,10,0.9039743814704333,0.8977198948701334,0.9059914350355529,0.049918779594524836,0.8,303,45.9,0.9039743814704333,0.8977198948701334,0.834983498349835,0.8248175182481752,0.8129496402877698,0.8188405797101449,0.6341352436746917,,,
logistic_regression,cleveland,default,smote,10,0.9047201263379541,0.8984736566118781,0.9054399644473173,0.050597411507951835,0.8,303,45.9,0.9047201263379541,0.8984736566118781,0.8283828382838284,0.8222222222222222,0.7985611510791367,0.8102189781021898,0.6239692333611115,,,
logistic_regression,hungarian,competition,native,10,0.8999899638699318,0.8523314069425771,0.8991972355130251,0.04377553482754626,1.53,294,,0.8999899638699318,0.8523314069425771,0.8299319727891157,0.7592592592592593,0.7735849056603774,0.7663551401869159,0.6490369238815432,raw,3.0,36.05
logistic_regression,hungarian,competition,smote,10,0.9032517061421116,0.8546492115508543,0.9042158426368954,0.04019649294313945,1.56,294,,0.9032517061421116,0.8546492115508543,0.8333333333333334,0.7766990291262136,0.7547169811320755,0.7655502392344498,0.3982211114078172,raw,3.0,36.05
logistic_regression,hungarian,dataset,native,10,0.8999899638699318,0.8523314069425771,0.8991972355130251,0.04377553482754626,12.75,294,,0.8999899638699318,0.8523314069425771,0.8299319727891157,0.7592592592592593,0.7735849056603774,0.7663551401869159,0.6490369238815432,raw,3.0,36.05
logistic_regression,hungarian,dataset,smote,10,0.9032517061421116,0.8546492115508543,0.9042158426368954,0.04019649294313945,13.2,294,,0.9032517061421116,0.8546492115508543,0.8333333333333334,0.7766990291262136,0.7547169811320755,0.7655502392344498,0.3982211114078172,raw,3.0,36.05
logistic_regression,hungarian,default,native,10,0.8999899638699318,0.8523314069425771,0.8991972355130251,0.04377553482754626,1.58,294,,0.8999899638699318,0.8523314069425771,0.8299319727891157,0.7592592592592593,0.7735849056603774,0.7663551401869159,0.6490369238815432,raw,3.0,36.05
logistic_regression,hungarian,default,smote,10,0.9032517061421116,0.8546492115508543,0.9042158426368954,0.04019649294313945,1.26,294,,0.9032517061421116,0.8546492115508543,0.8333333333333334,0.7766990291262136,0.7547169811320755,0.7655502392344498,0.3982211114078172,raw,3.0,36.05
logistic_regression,switzerland,competition,native,15,0.6706521739130435,0.9583068199168406,0.653623188405797,0.27180772081206167,2.56,123,,0.6706521739130435,0.9583068199168406,0.8292682926829268,0.9607843137254902,0.8521739130434782,0.9032258064516129,0.43280647345519524,raw,3.0,6.5
logistic_regression,switzerland,competition,smote,15,0.7065217391304347,0.9622648962643532,0.6637681159420289,0.28153269708030326,3.34,123,,0.7065217391304347,0.9622648962643532,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.7591128676272204,raw,3.0,6.5
logistic_regression,switzerland,dataset,native,15,0.6706521739130435,0.9583068199168406,0.653623188405797,0.27180772081206167,27.95,123,,0.6706521739130435,0.9583068199168406,0.8292682926829268,0.9607843137254902,0.8521739130434782,0.9032258064516129,0.43280647345519524,raw,3.0,6.5
logistic_regression,switzerland,dataset,smote,15,0.7065217391304347,0.9622648962643532,0.6637681159420289,0.28153269708030326,36.46,123,,0.7065217391304347,0.9622648962643532,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.7591128676272204,raw,3.0,6.5
logistic_regression,switzerland,default,native,15,0.6706521739130435,0.9583068199168406,0.653623188405797,0.27180772081206167,2.59,123,,0.6706521739130435,0.9583068199168406,0.8292682926829268,0.9607843137254902,0.8521739130434782,0.9032258064516129,0.43280647345519524,raw,3.0,6.5
logistic_regression,switzerland,default,smote,15,0.7065217391304347,0.9622648962643532,0.6637681159420289,0.28153269708030326,3.37,123,,0.7065217391304347,0.9622648962643532,0.8699186991869918,0.9541284403669725,0.9043478260869565,0.9285714285714286,0.7591128676272204,raw,3.0,6.5
logistic_regression,va_longbeach,competition,native,15,0.6673246479799974,0.8139366848091796,0.6732250087077675,0.08349555113130654,2.88,200,,0.6673246479799974,0.8139366848091796,0.665,0.8360655737704918,0.6845637583892618,0.7527675276752768,0.5659554966643064,raw,3.0,25.5
logistic_regression,va_longbeach,competition,smote,15,0.6619292012106857,0.8038936842930704,0.670008011145942,0.08129133023306162,2.71,200,,0.6619292012106857,0.8038936842930704,0.67,0.816793893129771,0.7181208053691275,0.7642857142857142,0.35654964816723417,raw,3.0,25.5
logistic_regression,va_longbeach,dataset,native,15,0.6673246479799974,0.8139366848091796,0.6732250087077675,0.08349555113130654,28.68,200,,0.6673246479799974,0.8139366848091796,0.665,0.8360655737704918,0.6845637583892618,0.7527675276752768,0.5659554966643064,raw,3.0,25.5
logistic_regression,va_longbeach,dataset,smote,15,0.6619292012106857,0.8038936842930704,0.670008011145942,0.08129133023306162,28.37,200,,0.6619292012106857,0.8038936842930704,0.67,0.816793893129771,0.7181208053691275,0.7642857142857142,0.35654964816723417,raw,3.0,25.5
logistic_regression,va_longbeach,default,native,15,0.6673246479799974,0.8139366848091796,0.6732250087077675,0.08349555113130654,2.56,200,,0.6673246479799974,0.8139366848091796,0.665,0.8360655737704918,0.6845637583892618,0.7527675276752768,0.5659554966643064,raw,3.0,25.5
logistic_regression,va_longbeach,default,smote,15,0.6619292012106857,0.8038936842930704,0.670008011145942,0.08129133023306162,2.56,200,,0.6619292012106857,0.8038936842930704,0.67,0.816793893129771,0.7181208053691275,0.7642857142857142,0.35654964816723417,raw,3.0,25.5
mlp,cleveland,competition,native,10,0.863046148447096,0.8480591906776449,0.8953155300581772,0.05443425994765134,3.0,303,45.9,0.863046148447096,0.8480591906776449,0.8250825082508251,0.864406779661017,0.7338129496402878,0.7937743190661478,,raw,3.0,
mlp,cleveland,competition,smote,10,0.878048780487805,0.8726610750383569,0.9009029573367808,0.059677217161133334,1.2,303,45.9,0.878048780487805,0.8726610750383569,0.8250825082508251,0.8467741935483871,0.7553956834532374,0.7984790874524715,0.49576846796995194,raw,3.0,
mlp,cleveland,dataset,native,10,0.9016055448324267,0.8878658117933631,0.9217982385261797,0.05037353025844947,837.35,303,45.9,0.9016055448324267,0.8878658117933631,0.834983498349835,0.8396946564885496,0.7913669064748201,0.8148148148148148,0.4728093445301056,,,
mlp,cleveland,dataset,smote,10,0.8906387085453588,0.8683574726599931,0.921739657401422,0.04520207960729701,875.1,303,45.9,0.8906387085453588,0.8683574726599931,0.8316831683168316,0.8283582089552238,0.7985611510791367,0.8131868131868132,0.47953635454177856,,,
mlp,cleveland,default,native,10,0.8704158624320056,0.8461766298178255,0.9143341952165482,0.05710090680174051,2.85,303,45.9,0.8704158624320056,0.8461766298178255,0.8217821782178217,0.8512396694214877,0.7410071942446043,0.7923076923076923,0.46949851512908936,,,
mlp,cleveland,default,smote,10,0.8678715564134057,0.8416486521580222,0.9169339851325145,0.05284629981767899,2.94,303,45.9,0.8678715564134057,0.8416486521580222,0.8217821782178217,0.8512396694214877,0.7410071942446043,0.7923076923076923,0.44577327370643616,,,
mlp,hungarian,competition,native,10,0.8980329185066238,0.8368736192519657,0.9043540669856458,0.04665345727009277,3.31,294,36.1,0.8980329185066238,0.8368736192519657,0.8503401360544217,0.8369565217391305,0.7264150943396226,0.7777777777777778,,raw,3.0,
mlp,hungarian,competition,smote,10,0.862454837414693,0.7871080269262684,0.8866879319510899,0.042441954467577064,3.29,294,36.1,0.862454837414693,0.7871080269262684,0.8469387755102041,0.7961165048543689,0.7735849056603774,0.784688995215311,,raw,3.0,
mlp,hungarian,dataset,native,10,0.8627559213167402,0.7868896994330834,0.9268314726209465,0.042954012795149446,793.3,294,36.1,0.8627559213167402,0.7868896994330834,0.6938775510204082,0.5465116279069767,0.8867924528301887,0.6762589928057554,0.5212082266807556,,,
mlp,hungarian,dataset,smote,10,0.8971296668004818,0.8468681173309792,0.9204518872939926,0.046181936530215524,813.01,294,36.1,0.8971296668004818,0.8468681173309792,0.8129251700680272,0.717948717948718,0.7924528301886793,0.7533632286995515,0.522125244140625,,,
mlp,hungarian,default,native,10,0.889502207948615,0.8215872140215027,0.9110154173312068,0.04422065148226424,3.53,294,36.1,0.889502207948615,0.8215872140215027,0.8401360544217688,0.8470588235294118,0.6792452830188679,0.7539267015706806,0.45227184891700745,,,
mlp,hungarian,default,smote,10,0.8906563629064633,0.8385587850678711,0.9114885699096226,0.050784528224192556,3.34,294,36.1,0.8906563629064633,0.8385587850678711,0.8299319727891157,0.8255813953488372,0.6698113207547169,0.7395833333333334,0.455851674079895,,,
mlp,switzerland,competition,native,15,0.525,0.9408531043047306,0.5536231884057972,0.2304575688305679,3.91,123,93.5,0.525,0.9408531043047306,0.9186991869918699,0.9338842975206612,0.9826086956521739,0.9576271186440678,,raw,3.0,
mlp,switzerland,competition,smote,15,0.6804347826086956,0.9634580069882408,0.6884057971014493,0.2048047107471247,5.18,123,93.5,0.6804347826086956,0.9634580069882408,0.8455284552845529,0.9444444444444444,0.8869565217391304,0.9147982062780269,,raw,3.0,
mlp,switzerland,dataset,native,15,0.6282608695652174,0.9452313832928035,0.6717391304347825,0.23481615433995254,323.55,123,93.5,0.6282608695652174,0.9452313832928035,0.8943089430894309,0.9322033898305084,0.9565217391304348,0.944206008583691,0.6505252420902252,,,
mlp,switzerland,dataset,smote,15,0.5956521739130435,0.9456588019385525,0.7,0.2374711868569987,321.89,123,93.5,0.5956521739130435,0.9456588019385525,0.8943089430894309,0.9396551724137931,0.9478260869565217,0.9437229437229437,0.7791345119476318,,,
mlp,switzerland,default,native,15,0.6510869565217391,0.9691279431679436,0.7710144927536232,0.2297729992186251,4.51,123,93.5,0.6510869565217391,0.9691279431679436,0.7886178861788617,0.9405940594059405,0.8260869565217391,0.8796296296296297,0.5829010605812073,,,
mlp,switzerland,default,smote,15,0.7391304347826086,0.9784487950000218,0.7681159420289856,0.19792029396735744,4.03,123,93.5,0.7391304347826086,0.9784487950000218,0.8048780487804879,0.9504950495049505,0.8347826086956521,0.8888888888888888,0.6158995429674784,,,
mlp,va_longbeach,competition,native,15,0.5736281089617055,0.7828227753023624,0.5556812957157785,0.09538885577738655,4.15,200,74.5,0.5736281089617055,0.7828227753023624,0.75,0.7591623036649214,0.9731543624161074,0.8529411764705882,,raw,3.0,
mlp,va_longbeach,competition,smote,15,0.610738255033557,0.7923140065774956,0.6244399164054337,0.08685768385965029,5.07,200,74.5,0.610738255033557,0.7923140065774956,0.685,0.8071428571428572,0.7583892617449665,0.7820069204152249,,raw,3.0,
mlp,va_longbeach,dataset,native,15,0.6769311751546256,0.8098307827680131,0.7192222222222221,0.07394120489818533,533.96,200,74.5,0.6769311751546256,0.8098307827680131,0.74,0.8169934640522876,0.8389261744966443,0.8278145695364238,0.5724066893259684,,,
mlp,va_longbeach,dataset,smote,15,0.6964074220292144,0.851153437779401,0.6976826889585511,0.09052854406163605,525.56,200,74.5,0.6964074220292144,0.851153437779401,0.695,0.84375,0.7248322147651006,0.779783393501805,0.4770303765932719,,,
mlp,va_longbeach,default,native,15,0.6935123042505592,0.8606050951775664,0.7368300243817486,0.06417611741224097,4.11,200,74.5,0.6935123042505592,0.8606050951775664,0.575,0.8404255319148937,0.5302013422818792,0.6502057613168725,0.46497954924901325,,,
mlp,va_longbeach,default,smote,15,0.7053559678905119,0.8169145450691659,0.7345416231278301,0.0788592569487734,4.51,200,74.5,0.7053559678905119,0.8169145450691659,0.695,0.8666666666666667,0.697986577181208,0.7732342007434945,0.47958749532699585,,,
random_forest,cleveland,competition,native,10,0.86434023512897,0.8583854317685803,0.8708033694246928,0.056629683714653385,5.77,303,45.9,0.86434023512897,0.8583854317685803,0.7722772277227723,0.7651515151515151,0.7266187050359713,0.7453874538745388,0.4807556180078373,,,
random_forest,cleveland,competition,smote,10,0.8821503772591682,0.8762677340239489,0.8966780462184876,0.04323381303110421,5.8,303,45.9,0.8821503772591682,0.8762677340239489,0.7986798679867987,0.7910447761194029,0.762589928057554,0.7765567765567766,0.450957147557867,raw,3.0,
random_forest,cleveland,dataset,native,10,0.9042814528864713,0.8971675618674638,0.9108314479638009,0.04208846263097459,4132.5,303,,0.9042814528864713,0.8971675618674638,0.8250825082508251,0.8208955223880597,0.7913669064748201,0.8058608058608059,0.46876629419832383,raw,3.0,45.87
random_forest,cleveland,dataset,smote,10,0.9076592384628881,0.9014762103288838,0.9193135908209437,0.038190375924931214,4102.53,303,,0.9076592384628881,0.9014762103288838,0.8184818481848185,0.823076923076923,0.7697841726618705,0.7955390334572491,0.4594726629555781,raw,3.0,45.87
random_forest,cleveland,default,native,10,0.9037111773995438,0.894940435127038,0.9051420087265674,0.0418628453495743,4.1,303,45.9,0.9037111773995438,0.894940435127038,0.8316831683168316,0.8384615384615385,0.7841726618705036,0.8104089219330854,0.49333333333333335,,,
random_forest,cleveland,default,smote,10,0.9050929987717143,0.8970424069147904,0.9093628797672915,0.041702264496965735,4.12,303,45.9,0.9050929987717143,0.8970424069147904,0.8283828382838284,0.8320610687022901,0.7841726618705036,0.8074074074074075,0.55,,,
random_forest,hungarian,competition,native,10,0.6698615014050582,0.5218341979201104,0.7010154173312069,0.10172389435024953,8.9,294,,0.6698615014050582,0.5218341979201104,0.6292517006802721,0.48936170212765956,0.6509433962264151,0.5587044534412956,0.5297433452367108,raw,3.0,36.05
random_forest,hungarian,competition,smote,10,0.855931352870333,0.753466467411985,0.8640217969165336,0.039547918051279,9.32,294,,0.855931352870333,0.753466467411985,0.8027210884353742,0.7666666666666667,0.6509433962264151,0.7040816326530612,0.4369533918331592,raw,3.0,36.05
random_forest,hungarian,dataset,native,10,0.8892513046969089,0.8368084616828738,0.8940350877192982,0.06391818326408465,3605.45,294,,0.8892513046969089,0.8368084616828738,0.826530612244898,0.7570093457943925,0.7641509433962265,0.7605633802816901,0.4301627314749022,raw,3.0,36.05
random_forest,hungarian,dataset,smote,10,0.8833801686069852,0.8026932693711084,0.8823763955342903,0.05852225132452644,3840.42,294,,0.8833801686069852,0.8026932693711084,0.8197278911564626,0.7523809523809524,0.7452830188679245,0.7488151658767772,0.5254351024593941,raw,3.0,36.05
random_forest,hungarian,default,native,10,0.8861401043757526,0.8237632191777244,0.8866214779372674,0.06240219613891838,6.41,294,,0.8861401043757526,0.8237632191777244,0.8299319727891157,0.7857142857142857,0.7264150943396226,0.7549019607843137,0.455,raw,3.0,36.05
random_forest,hungarian,default,smote,10,0.8839321557607387,0.8136060094747509,0.8888782562466773,0.059945130035095676,6.32,294,,0.8839321557607387,0.8136060094747509,0.8299319727891157,0.7692307692307693,0.7547169811320755,0.7619047619047619,0.45,raw,3.0,36.05
random_forest,switzerland,competition,native,15,0.4978260869565218,0.9213098029155107,0.5,0.0,17.45,123,,0.4978260869565218,0.9213098029155107,0.9349593495934959,0.9349593495934959,1.0,0.9663865546218487,0.5160977261670809,raw,3.0,6.5
random_forest,switzerland,competition,smote,15,0.517391304347826,0.9245925233993111,0.5,0.0,18.64,123,,0.517391304347826,0.9245925233993111,0.06504065040650407,0.0,0.0,0.0,0.4982753623188409,raw,3.0,6.5
random_forest,switzerland,dataset,native,15,0.6831521739130434,0.9533450965224568,0.6565217391304348,0.2565094568418002,1582.44,123,,0.6831521739130434,0.9533450965224568,0.8536585365853658,0.9619047619047619,0.8782608695652174,0.9181818181818182,0.647170585022023,raw,3.0,6.5
random_forest,switzerland,dataset,smote,15,0.75,0.964914833003351,0.7347826086956523,0.2532025497322771,1742.52,123,,0.75,0.964914833003351,0.8861788617886179,0.9719626168224299,0.9043478260869565,0.9369369369369369,0.5285687924795116,raw,3.0,6.5
random_forest,switzerland,default,native,15,0.6309782608695652,0.9545921831794212,0.6260869565217392,0.29883200482503625,12.23,123,,0.6309782608695652,0.9545921831794212,0.926829268292683,0.9344262295081968,0.991304347826087,0.9620253164556962,0.8688888888888888,raw,3.0,6.5
random_forest,switzerland,default,smote,15,0.7206521739130435,0.9657372277539883,0.7014492753623188,0.25910838670265257,13.42,123,,0.7206521739130435,0.9657372277539883,0.9105691056910569,0.940677966101695,0.9652173913043478,0.9527896995708155,0.8316666666666667,raw,3.0,6.5
random_forest,va_longbeach,competition,native,15,0.5107250954072904,0.7491330815762738,0.5,0.0,18.9,200,,0.5107250954072904,0.7491330815762738,0.745,0.7474747474747475,0.9932885906040269,0.8530259365994236,0.5026349776608662,raw,3.0,25.5
